filename,sample_ID,path,accession,study,biosample_accession,total_reads,total_bp,total_Gbp,min,max,mean,quartile_25,quartile_50,quartile_75,N25,N50,N75,library_ID,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,data_type,shear_method,size_selection,ccs_algorithm,polymerase_version,seq_plate_chemistry_version,generator_facility,generator_contact,notes
m84091_230710_172927_s2.hifi_reads.bc1017.bam,NA20287,s3://human-pangenomics/working/HPRC/NA20287/raw_data/PacBio_HiFi/m84091_230710_172927_s2.hifi_reads.bc1017.bam,SRR29405764,SRP305758,SAMN41021658,3818829,88125973925,88.13,57.0,74258.0,23076,18152,21843,26717,19469,23728,29119,NA20287_PB1_m84091_230710_172927_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230710_172927_s2.hifi_reads.bc1017.bam,NA20287,s3://human-pangenomics/working/HPRC/NA20287/raw_data/PacBio_HiFi/m84091_230710_172927_s2.hifi_reads.bc1017.bam,SRR29405764,SRP305758,SAMN41021658,3818829,88125973925,88.13,57.0,74258.0,23076,18152,21843,26717,19469,23728,29119,NA20287_PB1_m84091_230710_172927_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230714_130822_s1.hifi_reads.bc1017.bam,NA20287,s3://human-pangenomics/working/HPRC/NA20287/raw_data/PacBio_HiFi/m84091_230714_130822_s1.hifi_reads.bc1017.bam,SRR29405762,SRP305758,SAMN41021658,4341325,98106485796,98.11,56.0,67766.0,22598,17419,21447,26500,19009,23557,29066,NA20287_PB1_m84091_230714_130822_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230714_130822_s1.hifi_reads.bc1017.bam,NA20287,s3://human-pangenomics/working/HPRC/NA20287/raw_data/PacBio_HiFi/m84091_230714_130822_s1.hifi_reads.bc1017.bam,SRR29405762,SRP305758,SAMN41021658,4341325,98106485796,98.11,56.0,67766.0,22598,17419,21447,26500,19009,23557,29066,NA20287_PB1_m84091_230714_130822_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230703_175432_s4.hifi_reads.bc1010.bam,NA20870,s3://human-pangenomics/working/HPRC/NA20870/raw_data/PacBio_HiFi/m84091_230703_175432_s4.hifi_reads.bc1010.bam,SRR29405761,SRP305758,SAMN41021623,6722715,110641518883,110.64,96.0,47805.0,16457,14186,15844,18207,14523,16416,18966,NA20870_PB1_m84091_230703_175432_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230703_175432_s4.hifi_reads.bc1010.bam,NA20870,s3://human-pangenomics/working/HPRC/NA20870/raw_data/PacBio_HiFi/m84091_230703_175432_s4.hifi_reads.bc1010.bam,SRR29405761,SRP305758,SAMN41021623,6722715,110641518883,110.64,96.0,47805.0,16457,14186,15844,18207,14523,16416,18966,NA20870_PB1_m84091_230703_175432_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230707_172800_s2.hifi_reads.bc1010.bam,NA20870,s3://human-pangenomics/working/HPRC/NA20870/raw_data/PacBio_HiFi/m84091_230707_172800_s2.hifi_reads.bc1010.bam,SRR29405756,SRP305758,SAMN41021623,6537864,107230122262,107.23,64.0,50922.0,16401,14159,15795,18128,14491,16353,18869,NA20870_PB1_m84091_230707_172800_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230707_172800_s2.hifi_reads.bc1010.bam,NA20870,s3://human-pangenomics/working/HPRC/NA20870/raw_data/PacBio_HiFi/m84091_230707_172800_s2.hifi_reads.bc1010.bam,SRR29405756,SRP305758,SAMN41021623,6537864,107230122262,107.23,64.0,50922.0,16401,14159,15795,18128,14491,16353,18869,NA20870_PB1_m84091_230707_172800_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230710_165908_s1.hifi_reads.bc1011.bam,NA21110,s3://human-pangenomics/working/HPRC/NA21110/raw_data/PacBio_HiFi/m84091_230710_165908_s1.hifi_reads.bc1011.bam,SRR29405755,SRP305758,SAMN41021624,3927286,89314005933,89.31,80.0,69776.0,22741,17833,21576,26520,19235,23562,28989,NA21110_PB1_m84091_230710_165908_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230710_165908_s1.hifi_reads.bc1011.bam,NA21110,s3://human-pangenomics/working/HPRC/NA21110/raw_data/PacBio_HiFi/m84091_230710_165908_s1.hifi_reads.bc1011.bam,SRR29405755,SRP305758,SAMN41021624,3927286,89314005933,89.31,80.0,69776.0,22741,17833,21576,26520,19235,23562,28989,NA21110_PB1_m84091_230710_165908_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230710_165908_s1.hifi_reads.bc1011.bam,NA21110,s3://human-pangenomics/working/HPRC/NA21110/raw_data/PacBio_HiFi/m84091_230710_165908_s1.hifi_reads.bc1011.bam,SRR29405755,SRP305758,SAMN41021624,3927286,89314005933,89.31,80.0,69776.0,22741,17833,21576,26520,19235,23562,28989,NA21110_PB1_m84091_230710_165908_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230714_133843_s2.hifi_reads.bc1011.bam,NA21110,s3://human-pangenomics/working/HPRC/NA21110/raw_data/PacBio_HiFi/m84091_230714_133843_s2.hifi_reads.bc1011.bam,SRR29405754,SRP305758,SAMN41021624,3892054,88288802421,88.29,105.0,70255.0,22684,17806,21529,26390,19169,23455,28779,NA21110_PB1_m84091_230714_133843_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230714_133843_s2.hifi_reads.bc1011.bam,NA21110,s3://human-pangenomics/working/HPRC/NA21110/raw_data/PacBio_HiFi/m84091_230714_133843_s2.hifi_reads.bc1011.bam,SRR29405754,SRP305758,SAMN41021624,3892054,88288802421,88.29,105.0,70255.0,22684,17806,21529,26390,19169,23455,28779,NA21110_PB1_m84091_230714_133843_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230714_133843_s2.hifi_reads.bc1011.bam,NA21110,s3://human-pangenomics/working/HPRC/NA21110/raw_data/PacBio_HiFi/m84091_230714_133843_s2.hifi_reads.bc1011.bam,SRR29405754,SRP305758,SAMN41021624,3892054,88288802421,88.29,105.0,70255.0,22684,17806,21529,26390,19169,23455,28779,NA21110_PB1_m84091_230714_133843_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230719_165228_s3.hifi_reads.bc1011.bam,NA21110,s3://human-pangenomics/working/HPRC/NA21110/raw_data/PacBio_HiFi/m84091_230719_165228_s3.hifi_reads.bc1011.bam,SRR29405757,SRP305758,SAMN41021624,640120,14404999640,14.4,396.0,72474.0,22503,17661,21320,26182,19023,23287,28673,NA21110_PB1_m84091_230719_165228_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230719_165228_s3.hifi_reads.bc1011.bam,NA21110,s3://human-pangenomics/working/HPRC/NA21110/raw_data/PacBio_HiFi/m84091_230719_165228_s3.hifi_reads.bc1011.bam,SRR29405757,SRP305758,SAMN41021624,640120,14404999640,14.4,396.0,72474.0,22503,17661,21320,26182,19023,23287,28673,NA21110_PB1_m84091_230719_165228_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84091_230719_165228_s3.hifi_reads.bc1011.bam,NA21110,s3://human-pangenomics/working/HPRC/NA21110/raw_data/PacBio_HiFi/m84091_230719_165228_s3.hifi_reads.bc1011.bam,SRR29405757,SRP305758,SAMN41021624,640120,14404999640,14.4,396.0,72474.0,22503,17661,21320,26182,19023,23287,28673,NA21110_PB1_m84091_230719_165228_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,7.0.0,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,
m84081_231027_202621_s3.hifi_reads.bc2070.bam,HG00106,s3://human-pangenomics/working/HPRC/HG00106/raw_data/PacBio_HiFi/m84081_231027_202621_s3.hifi_reads.bc2070.bam,SRR29396926,SRP305758,SAMN41021696,4099673,86515704685,86.52,96.0,77433.0,21103,17907,20285,23650,18509,21228,24912,HG00106_lib1_m84081_231027_202621_s3_m84081_231027_202621_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_231027_202621_s3.hifi_reads.bc2070.bam,HG00106,s3://human-pangenomics/working/HPRC/HG00106/raw_data/PacBio_HiFi/m84081_231027_202621_s3.hifi_reads.bc2070.bam,SRR29396926,SRP305758,SAMN41021696,4099673,86515704685,86.52,96.0,77433.0,21103,17907,20285,23650,18509,21228,24912,HG00106_lib1_m84081_231027_202621_s3_m84081_231027_202621_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_231027_202621_s3.hifi_reads.bc2070.bam,HG00106,s3://human-pangenomics/working/HPRC/HG00106/raw_data/PacBio_HiFi/m84081_231027_202621_s3.hifi_reads.bc2070.bam,SRR29396926,SRP305758,SAMN41021696,4099673,86515704685,86.52,96.0,77433.0,21103,17907,20285,23650,18509,21228,24912,HG00106_lib1_m84081_231027_202621_s3_m84081_231027_202621_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_231029_023649_s3.hifi_reads.bc2070.bam,HG00106,s3://human-pangenomics/working/HPRC/HG00106/raw_data/PacBio_HiFi/m84081_231029_023649_s3.hifi_reads.bc2070.bam,SRR29396925,SRP305758,SAMN41021696,4002067,86599346640,86.6,120.0,67088.0,21638,18150,20737,24408,18829,21822,25832,HG00106_lib1_m84081_231029_023649_s3_m84081_231029_023649_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_231029_023649_s3.hifi_reads.bc2070.bam,HG00106,s3://human-pangenomics/working/HPRC/HG00106/raw_data/PacBio_HiFi/m84081_231029_023649_s3.hifi_reads.bc2070.bam,SRR29396925,SRP305758,SAMN41021696,4002067,86599346640,86.6,120.0,67088.0,21638,18150,20737,24408,18829,21822,25832,HG00106_lib1_m84081_231029_023649_s3_m84081_231029_023649_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_231029_023649_s3.hifi_reads.bc2070.bam,HG00106,s3://human-pangenomics/working/HPRC/HG00106/raw_data/PacBio_HiFi/m84081_231029_023649_s3.hifi_reads.bc2070.bam,SRR29396925,SRP305758,SAMN41021696,4002067,86599346640,86.6,120.0,67088.0,21638,18150,20737,24408,18829,21822,25832,HG00106_lib1_m84081_231029_023649_s3_m84081_231029_023649_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_231112_034048_s4.hifi_reads.bc2070.bam,HG00106,s3://human-pangenomics/working/HPRC/HG00106/raw_data/PacBio_HiFi/m84081_231112_034048_s4.hifi_reads.bc2070.bam,SRR29396914,SRP305758,SAMN41021696,823862,17464604937,17.46,134.0,59221.0,21198,17936,20335,23756,18546,21296,25075,HG00106_lib1_m84081_231112_034048_s4_m84081_231112_034048_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_231112_034048_s4.hifi_reads.bc2070.bam,HG00106,s3://human-pangenomics/working/HPRC/HG00106/raw_data/PacBio_HiFi/m84081_231112_034048_s4.hifi_reads.bc2070.bam,SRR29396914,SRP305758,SAMN41021696,823862,17464604937,17.46,134.0,59221.0,21198,17936,20335,23756,18546,21296,25075,HG00106_lib1_m84081_231112_034048_s4_m84081_231112_034048_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_231112_034048_s4.hifi_reads.bc2070.bam,HG00106,s3://human-pangenomics/working/HPRC/HG00106/raw_data/PacBio_HiFi/m84081_231112_034048_s4.hifi_reads.bc2070.bam,SRR29396914,SRP305758,SAMN41021696,823862,17464604937,17.46,134.0,59221.0,21198,17936,20335,23756,18546,21296,25075,HG00106_lib1_m84081_231112_034048_s4_m84081_231112_034048_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_231110_195735_s1.hifi_reads.bc2071.bam,HG00117,s3://human-pangenomics/working/HPRC/HG00117/raw_data/PacBio_HiFi/m84081_231110_195735_s1.hifi_reads.bc2071.bam,SRR29396903,SRP305758,SAMN41021697,4753908,92655924917,92.66,141.0,58989.0,19490,17367,19007,21433,17714,19547,22192,HG00117_lib1_m84081_231110_195735_s1_m84081_231110_195735_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_231110_195735_s1.hifi_reads.bc2071.bam,HG00117,s3://human-pangenomics/working/HPRC/HG00117/raw_data/PacBio_HiFi/m84081_231110_195735_s1.hifi_reads.bc2071.bam,SRR29396903,SRP305758,SAMN41021697,4753908,92655924917,92.66,141.0,58989.0,19490,17367,19007,21433,17714,19547,22192,HG00117_lib1_m84081_231110_195735_s1_m84081_231110_195735_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_231112_020730_s1.hifi_reads.bc2071.bam,HG00117,s3://human-pangenomics/working/HPRC/HG00117/raw_data/PacBio_HiFi/m84081_231112_020730_s1.hifi_reads.bc2071.bam,SRR29396892,SRP305758,SAMN41021697,5286393,104125394431,104.13,95.0,60579.0,19696,17457,19143,21621,17795,19687,22372,HG00117_lib1_m84081_231112_020730_s1_m84081_231112_020730_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_231112_020730_s1.hifi_reads.bc2071.bam,HG00117,s3://human-pangenomics/working/HPRC/HG00117/raw_data/PacBio_HiFi/m84081_231112_020730_s1.hifi_reads.bc2071.bam,SRR29396892,SRP305758,SAMN41021697,5286393,104125394431,104.13,95.0,60579.0,19696,17457,19143,21621,17795,19687,22372,HG00117_lib1_m84081_231112_020730_s1_m84081_231112_020730_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230616_182824_s3.hifi_reads.bc2013.bam,HG00146,s3://human-pangenomics/working/HPRC/HG00146/raw_data/PacBio_HiFi/m84081_230616_182824_s3.hifi_reads.bc2013.bam,SRR29396881,SRP305758,SAMN41021634,5556039,113249664653,113.25,104.0,60682.0,20383,18255,19863,21947,18565,20268,22546,HG00146_lib1_m84081_230616_182824_s3_m84081_230616_182824_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230616_182824_s3.hifi_reads.bc2013.bam,HG00146,s3://human-pangenomics/working/HPRC/HG00146/raw_data/PacBio_HiFi/m84081_230616_182824_s3.hifi_reads.bc2013.bam,SRR29396881,SRP305758,SAMN41021634,5556039,113249664653,113.25,104.0,60682.0,20383,18255,19863,21947,18565,20268,22546,HG00146_lib1_m84081_230616_182824_s3_m84081_230616_182824_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230616_185930_s4.hifi_reads.bc2013.bam,HG00146,s3://human-pangenomics/working/HPRC/HG00146/raw_data/PacBio_HiFi/m84081_230616_185930_s4.hifi_reads.bc2013.bam,SRR29396855,SRP305758,SAMN41021634,5506717,112060886510,112.06,67.0,58620.0,20349,18230,19832,21906,18538,20235,22498,HG00146_lib1_m84081_230616_185930_s4_m84081_230616_185930_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230616_185930_s4.hifi_reads.bc2013.bam,HG00146,s3://human-pangenomics/working/HPRC/HG00146/raw_data/PacBio_HiFi/m84081_230616_185930_s4.hifi_reads.bc2013.bam,SRR29396855,SRP305758,SAMN41021634,5506717,112060886510,112.06,67.0,58620.0,20349,18230,19832,21906,18538,20235,22498,HG00146_lib1_m84081_230616_185930_s4_m84081_230616_185930_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230623_202140_s1.hifi_reads.bc2014.bam,HG00232,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_202140_s1.hifi_reads.bc2014.bam,SRR29396866,SRP305758,SAMN41021635,4422744,81313868165,81.31,98.0,49595.0,18385,16076,18183,20208,16572,18682,20737,HG00232_lib1_m84081_230623_202140_s1_m84081_230623_202140_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230623_202140_s1.hifi_reads.bc2014.bam,HG00232,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_202140_s1.hifi_reads.bc2014.bam,SRR29396866,SRP305758,SAMN41021635,4422744,81313868165,81.31,98.0,49595.0,18385,16076,18183,20208,16572,18682,20737,HG00232_lib1_m84081_230623_202140_s1_m84081_230623_202140_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230623_202140_s1.hifi_reads.bc2014.bam,HG00232,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_202140_s1.hifi_reads.bc2014.bam,SRR29396866,SRP305758,SAMN41021635,4422744,81313868165,81.31,98.0,49595.0,18385,16076,18183,20208,16572,18682,20737,HG00232_lib1_m84081_230623_202140_s1_m84081_230623_202140_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230623_202140_s1.hifi_reads.bc2014.bam,HG00232,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_202140_s1.hifi_reads.bc2014.bam,SRR29396866,SRP305758,SAMN41021635,4422744,81313868165,81.31,98.0,49595.0,18385,16076,18183,20208,16572,18682,20737,HG00232_lib1_m84081_230623_202140_s1_m84081_230623_202140_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230623_202140_s1.hifi_reads.bc2014.bam,HG00232,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_202140_s1.hifi_reads.bc2014.bam,SRR29396866,SRP305758,SAMN41021635,4422744,81313868165,81.31,98.0,49595.0,18385,16076,18183,20208,16572,18682,20737,HG00232_lib1_m84081_230623_202140_s1_m84081_230623_202140_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230623_202140_s1.hifi_reads.bc2014.bam,HG00232,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_202140_s1.hifi_reads.bc2014.bam,SRR29396866,SRP305758,SAMN41021635,4422744,81313868165,81.31,98.0,49595.0,18385,16076,18183,20208,16572,18682,20737,HG00232_lib1_m84081_230623_202140_s1_m84081_230623_202140_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230623_205201_s2.hifi_reads.bc2014.bam,HG00232,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_205201_s2.hifi_reads.bc2014.bam,SRR29396847,SRP305758,SAMN41021635,4459695,82640938538,82.64,110.0,53546.0,18530,16210,18325,20354,16716,18822,20895,HG00232_lib1_m84081_230623_205201_s2_m84081_230623_205201_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230623_205201_s2.hifi_reads.bc2014.bam,HG00232,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_205201_s2.hifi_reads.bc2014.bam,SRR29396847,SRP305758,SAMN41021635,4459695,82640938538,82.64,110.0,53546.0,18530,16210,18325,20354,16716,18822,20895,HG00232_lib1_m84081_230623_205201_s2_m84081_230623_205201_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230623_205201_s2.hifi_reads.bc2014.bam,HG00232,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_205201_s2.hifi_reads.bc2014.bam,SRR29396847,SRP305758,SAMN41021635,4459695,82640938538,82.64,110.0,53546.0,18530,16210,18325,20354,16716,18822,20895,HG00232_lib1_m84081_230623_205201_s2_m84081_230623_205201_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230623_205201_s2.hifi_reads.bc2014.bam,HG00232,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_205201_s2.hifi_reads.bc2014.bam,SRR29396847,SRP305758,SAMN41021635,4459695,82640938538,82.64,110.0,53546.0,18530,16210,18325,20354,16716,18822,20895,HG00232_lib1_m84081_230623_205201_s2_m84081_230623_205201_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
m84081_230623_205201_s2.hifi_reads.bc2014.bam,HG00232,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_205201_s2.hifi_reads.bc2014.bam,SRR29396847,SRP305758,SAMN41021635,4459695,82640938538,82.64,110.0,53546.0,18530,16210,18325,20354,16716,18822,20895,HG00232_lib1_m84081_230623_205201_s2_m84081_230623_205201_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,sequencing of 20 kb fractionated,unaligned reads,Megaruptor 1,SageELF,7.0.0,Revio P1,Revio C1,Washington University ,tgraves@wustl.edu,
