title	type	Description	Sample	Organism Name	Project Type	Sample Scope	LocusTagPrefix	Relevance	Target Material	Organization Name	Organization Type	Organization Role	Contact First Name	Contact Last Name	Contact Email
Assembly of HG04157 Maternal Haplotype	Genome sequencing and assembly	HG04157 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG04157	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04157 Maternal Haplotype	Genome sequencing and assembly	HG04157 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG04157	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03816 Maternal Haplotype	Genome sequencing and assembly	HG03816 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03816	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03816 Maternal Haplotype	Genome sequencing and assembly	HG03816 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03816	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03710 Maternal Haplotype	Genome sequencing and assembly	HG03710 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03710	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03710 Maternal Haplotype	Genome sequencing and assembly	HG03710 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03710	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02602 Maternal Haplotype	Genome sequencing and assembly	HG02602 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02602	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02602 Maternal Haplotype	Genome sequencing and assembly	HG02602 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02602	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03654 Maternal Haplotype	Genome sequencing and assembly	HG03654 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03654	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03654 Maternal Haplotype	Genome sequencing and assembly	HG03654 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03654	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02698 Maternal Haplotype	Genome sequencing and assembly	HG02698 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02698	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02698 Maternal Haplotype	Genome sequencing and assembly	HG02698 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02698	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04228 Maternal Haplotype	Genome sequencing and assembly	HG04228 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG04228	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04228 Maternal Haplotype	Genome sequencing and assembly	HG04228 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG04228	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03688 Maternal Haplotype	Genome sequencing and assembly	HG03688 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03688	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03688 Maternal Haplotype	Genome sequencing and assembly	HG03688 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03688	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04204 Maternal Haplotype	Genome sequencing and assembly	HG04204 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG04204	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04204 Maternal Haplotype	Genome sequencing and assembly	HG04204 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG04204	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04199 Maternal Haplotype	Genome sequencing and assembly	HG04199 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG04199	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04199 Maternal Haplotype	Genome sequencing and assembly	HG04199 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG04199	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04115 Maternal Haplotype	Genome sequencing and assembly	HG04115 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG04115	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04115 Maternal Haplotype	Genome sequencing and assembly	HG04115 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG04115	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02668 Maternal Haplotype	Genome sequencing and assembly	HG02668 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02668	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02668 Maternal Haplotype	Genome sequencing and assembly	HG02668 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02668	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00706 Maternal Haplotype	Genome sequencing and assembly	HG00706 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00706	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00706 Maternal Haplotype	Genome sequencing and assembly	HG00706 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00706	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00544 Maternal Haplotype	Genome sequencing and assembly	HG00544 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00544	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00544 Maternal Haplotype	Genome sequencing and assembly	HG00544 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00544	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03669 Maternal Haplotype	Genome sequencing and assembly	HG03669 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03669	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03669 Maternal Haplotype	Genome sequencing and assembly	HG03669 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03669	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01255 Maternal Haplotype	Genome sequencing and assembly	HG01255 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01255	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01255 Maternal Haplotype	Genome sequencing and assembly	HG01255 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01255	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02615 Maternal Haplotype	Genome sequencing and assembly	HG02615 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02615	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02615 Maternal Haplotype	Genome sequencing and assembly	HG02615 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02615	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00738 Maternal Haplotype	Genome sequencing and assembly	HG00738 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00738	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00738 Maternal Haplotype	Genome sequencing and assembly	HG00738 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00738	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03927 Maternal Haplotype	Genome sequencing and assembly	HG03927 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03927	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03927 Maternal Haplotype	Genome sequencing and assembly	HG03927 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03927	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00642 Maternal Haplotype	Genome sequencing and assembly	HG00642 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00642	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00642 Maternal Haplotype	Genome sequencing and assembly	HG00642 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00642	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01346 Maternal Haplotype	Genome sequencing and assembly	HG01346 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01346	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01346 Maternal Haplotype	Genome sequencing and assembly	HG01346 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01346	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02647 Maternal Haplotype	Genome sequencing and assembly	HG02647 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02647	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02647 Maternal Haplotype	Genome sequencing and assembly	HG02647 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02647	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03831 Maternal Haplotype	Genome sequencing and assembly	HG03831 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03831	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03831 Maternal Haplotype	Genome sequencing and assembly	HG03831 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03831	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01993 Maternal Haplotype	Genome sequencing and assembly	HG01993 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01993	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01993 Maternal Haplotype	Genome sequencing and assembly	HG01993 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01993	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01433 Maternal Haplotype	Genome sequencing and assembly	HG01433 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01433	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01433 Maternal Haplotype	Genome sequencing and assembly	HG01433 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01433	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04184 Maternal Haplotype	Genome sequencing and assembly	HG04184 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG04184	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04184 Maternal Haplotype	Genome sequencing and assembly	HG04184 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG04184	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02683 Maternal Haplotype	Genome sequencing and assembly	HG02683 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02683	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02683 Maternal Haplotype	Genome sequencing and assembly	HG02683 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02683	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02300 Maternal Haplotype	Genome sequencing and assembly	HG02300 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02300	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02300 Maternal Haplotype	Genome sequencing and assembly	HG02300 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02300	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02738 Maternal Haplotype	Genome sequencing and assembly	HG02738 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02738	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02738 Maternal Haplotype	Genome sequencing and assembly	HG02738 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02738	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01884 Maternal Haplotype	Genome sequencing and assembly	HG01884 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01884	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01884 Maternal Haplotype	Genome sequencing and assembly	HG01884 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01884	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01496 Maternal Haplotype	Genome sequencing and assembly	HG01496 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01496	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01496 Maternal Haplotype	Genome sequencing and assembly	HG01496 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01496	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00609 Maternal Haplotype	Genome sequencing and assembly	HG00609 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00609	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00609 Maternal Haplotype	Genome sequencing and assembly	HG00609 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00609	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01981 Maternal Haplotype	Genome sequencing and assembly	HG01981 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01981	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01981 Maternal Haplotype	Genome sequencing and assembly	HG01981 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01981	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02004 Maternal Haplotype	Genome sequencing and assembly	HG02004 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02004	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02004 Maternal Haplotype	Genome sequencing and assembly	HG02004 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02004	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02280 Maternal Haplotype	Genome sequencing and assembly	HG02280 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02280	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02280 Maternal Haplotype	Genome sequencing and assembly	HG02280 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02280	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01099 Maternal Haplotype	Genome sequencing and assembly	HG01099 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01099	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01099 Maternal Haplotype	Genome sequencing and assembly	HG01099 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01099	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02809 Maternal Haplotype	Genome sequencing and assembly	HG02809 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02809	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02809 Maternal Haplotype	Genome sequencing and assembly	HG02809 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02809	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01943 Maternal Haplotype	Genome sequencing and assembly	HG01943 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01943	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01943 Maternal Haplotype	Genome sequencing and assembly	HG01943 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01943	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02293 Maternal Haplotype	Genome sequencing and assembly	HG02293 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02293	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02293 Maternal Haplotype	Genome sequencing and assembly	HG02293 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02293	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03704 Maternal Haplotype	Genome sequencing and assembly	HG03704 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03704	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03704 Maternal Haplotype	Genome sequencing and assembly	HG03704 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03704	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02735 Maternal Haplotype	Genome sequencing and assembly	HG02735 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02735	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02735 Maternal Haplotype	Genome sequencing and assembly	HG02735 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02735	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02451 Maternal Haplotype	Genome sequencing and assembly	HG02451 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02451	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02451 Maternal Haplotype	Genome sequencing and assembly	HG02451 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02451	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01934 Maternal Haplotype	Genome sequencing and assembly	HG01934 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01934	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01934 Maternal Haplotype	Genome sequencing and assembly	HG01934 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01934	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00597 Maternal Haplotype	Genome sequencing and assembly	HG00597 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00597	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00597 Maternal Haplotype	Genome sequencing and assembly	HG00597 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00597	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
